Crop,Nitrogen_N,Phosphorus_P,Potassium_K,pH,Rainfall_mm,Temperature_C,Humidity_percent,Land_Size_hectares,Scheme
Chickpea,22.2,56.5,77.5,6.2,71.9,20.5,20.4,1.46,PM-Kisan
Muskmelon,86.2,21.2,47.5,6.2,26.9,27.4,94.0,1.26,Soil Health Card
Coffee,93.6,29.4,31.5,6.2,141.2,27.9,59.6,1.78,Paramparagat Krishi
Mango,23.3,16.4,30.4,5.2,94.3,31.3,54.1,0.78,Soil Health Card
Mango,27.2,24.2,31.4,5.1,85.9,33.1,46.2,3.66,Fasal Bima Yojana
Pigeonpeas,28.6,77.5,23.2,5.5,104.0,19.1,45.3,4.9,Soil Health Card
Maize,79.2,53.2,16.1,6.2,89.8,23.2,62.0,0.46,Soil Health Card
Apple,31.1,124.8,203.4,5.6,107.9,21.1,90.5,2.52,State Subsidy A
Cotton,103.7,48.3,19.0,6.4,85.7,22.0,60.0,0.61,Soil Health Card
Maize,90.6,55.0,15.6,6.7,87.7,18.8,60.7,1.32,Paramparagat Krishi
Pomegranate,39.8,18.0,35.2,6.7,105.5,23.7,86.8,1.75,PM-Kisan
Apple,17.0,144.6,195.3,5.6,103.4,22.9,92.5,2.36,Fasal Bima Yojana
Watermelon,82.0,15.7,54.6,6.1,43.8,24.8,85.7,2.92,Soil Health Card
Grapes,32.6,137.5,196.4,5.7,70.3,13.1,82.0,1.15,Fasal Bima Yojana
Blackgram,38.4,68.7,22.4,7.4,64.4,29.6,63.4,3.35,State Subsidy A
Grapes,23.1,134.5,204.5,6.3,65.6,13.9,79.6,0.74,Soil Health Card
Maize,62.3,54.2,17.1,5.5,90.7,24.1,63.8,1.31,PM-Kisan
Pigeonpeas,37.0,77.4,15.2,5.2,152.0,22.0,47.9,5.07,Paramparagat Krishi
Jute,84.7,42.6,40.5,7.1,175.9,23.0,78.2,2.33,Paramparagat Krishi
Jute,69.2,42.7,43.0,6.4,169.4,24.4,80.2,2.07,Fasal Bima Yojana
Watermelon,109.1,22.5,53.1,6.8,57.7,25.5,84.4,3.9,PM-Kisan
Papaya,42.0,52.5,48.1,6.6,162.5,36.1,90.7,2.33,Fasal Bima Yojana
Watermelon,94.1,15.4,47.1,6.4,53.9,25.2,80.4,3.24,Soil Health Card
Coffee,95.2,21.8,32.2,6.2,131.4,25.1,53.9,4.37,Fasal Bima Yojana
Mungbean,23.5,58.2,22.8,6.6,57.9,27.6,84.8,3.25,Fasal Bima Yojana
Kidneybeans,18.1,79.6,18.9,6.0,128.0,19.8,29.8,1.52,Kisan Credit Card
Grapes,34.6,128.7,202.1,6.2,72.0,12.6,81.2,2.32,Fasal Bima Yojana
Grapes,32.0,124.4,203.4,5.7,67.7,9.1,79.3,2.9,State Subsidy A
Coffee,105.5,22.7,33.8,7.3,142.4,24.0,67.4,3.91,Soil Health Card
Orange,28.4,24.4,7.8,6.9,119.5,10.8,90.3,2.06,Paramparagat Krishi
Muskmelon,98.9,19.6,51.0,6.2,27.3,29.8,93.9,5.77,PM-Kisan
Lentil,37.9,62.7,21.4,6.9,53.2,23.1,66.8,4.58,Fasal Bima Yojana
Chickpea,53.9,63.8,85.0,7.5,71.9,18.1,21.1,2.22,Paramparagat Krishi
Apple,17.4,121.4,196.3,6.3,121.6,21.1,93.9,3.66,Fasal Bima Yojana
Maize,77.7,54.4,17.1,6.5,83.1,21.0,69.6,5.86,None
Banana,111.4,82.2,46.2,5.7,103.4,25.6,77.8,1.92,State Subsidy A
Orange,22.6,29.4,6.6,7.5,113.4,32.5,91.4,3.54,Fasal Bima Yojana
Apple,26.4,127.5,203.8,5.7,115.5,23.8,90.0,2.47,PM-Kisan
Banana,93.4,75.1,52.4,6.1,97.9,29.9,80.5,2.73,Soil Health Card
Apple,18.9,120.6,198.0,6.3,113.9,22.0,94.1,3.32,Fasal Bima Yojana
Banana,119.2,87.1,49.7,6.1,106.7,29.9,83.8,1.04,Kisan Credit Card
Coffee,82.3,29.1,34.1,7.0,196.2,25.4,55.2,1.45,PM-Kisan
Orange,26.6,19.0,5.4,6.7,118.4,24.0,91.7,1.01,Kisan Credit Card
Mungbean,19.0,49.9,20.4,6.2,45.0,29.0,84.9,2.21,PM-Kisan
Cotton,121.0,45.0,16.1,7.2,84.2,22.7,65.7,2.88,Fasal Bima Yojana
Mungbean,17.9,55.0,18.5,6.4,55.7,28.7,89.8,1.52,State Subsidy A
Cotton,112.2,55.5,18.3,6.0,76.3,22.6,64.2,6.42,Fasal Bima Yojana
Grapes,28.8,131.5,202.3,6.5,73.3,16.4,81.7,3.25,None
Orange,25.3,17.1,14.6,6.6,119.5,10.9,94.3,1.39,Soil Health Card
Rice,65.9,44.3,36.0,6.9,282.2,23.7,90.3,4.34,Fasal Bima Yojana
Coffee,91.9,29.6,32.0,6.5,128.7,24.4,57.6,2.48,Fasal Bima Yojana
Mungbean,25.7,40.0,23.6,6.9,53.0,28.7,86.6,1.6,PM-Kisan
Maize,82.7,51.5,21.2,6.1,69.6,22.1,61.9,2.05,Kisan Credit Card
Kidneybeans,37.5,68.0,23.5,5.8,119.0,17.1,24.2,1.0,Kisan Credit Card
Coconut,29.9,26.0,32.9,6.5,142.6,27.7,91.2,3.59,Fasal Bima Yojana
Kidneybeans,28.3,77.7,15.8,5.9,134.3,15.9,25.1,4.59,Kisan Credit Card
Maize,97.5,41.4,21.3,5.6,75.1,26.5,69.3,4.42,PM-Kisan
Apple,21.8,134.3,196.6,5.9,118.5,22.3,93.6,1.32,PM-Kisan
Coffee,86.0,21.8,26.6,7.1,198.4,25.8,63.4,4.11,Paramparagat Krishi
Mungbean,18.5,54.4,22.9,6.5,40.5,27.4,83.2,2.47,State Subsidy A
Kidneybeans,39.6,66.6,15.3,5.6,134.3,21.8,23.0,2.56,Fasal Bima Yojana
Lentil,28.6,62.5,18.0,6.0,45.4,23.5,61.9,1.49,Fasal Bima Yojana
Jute,88.6,55.8,41.3,7.2,152.0,25.6,80.0,1.6,Soil Health Card
Mothbeans,33.9,39.1,22.9,5.8,53.9,32.0,55.1,3.23,Soil Health Card
Banana,115.8,84.2,54.9,6.0,95.1,28.5,79.2,4.18,Kisan Credit Card
Blackgram,60.0,69.4,23.8,6.7,71.3,27.7,62.9,2.97,Kisan Credit Card
Jute,68.4,57.9,43.4,6.8,164.2,25.8,87.2,4.76,State Subsidy A
Apple,17.9,125.1,195.7,6.3,118.1,23.3,92.8,5.49,Kisan Credit Card
Orange,23.5,23.2,5.5,6.8,116.8,20.3,94.6,6.75,Kisan Credit Card
Grapes,38.7,142.8,204.2,6.0,73.3,24.9,81.7,3.31,Fasal Bima Yojana
Mungbean,30.5,37.4,17.5,6.7,50.2,29.2,82.5,2.05,Soil Health Card
Orange,23.5,27.4,13.8,6.2,100.7,28.8,93.4,2.03,None
Pomegranate,38.6,17.7,40.1,5.6,102.8,21.5,91.3,1.1,State Subsidy A
Blackgram,58.3,57.8,18.5,7.5,71.1,25.8,62.0,1.52,Kisan Credit Card
Coffee,90.9,15.2,31.0,6.2,142.0,24.4,50.7,2.8,Fasal Bima Yojana
Maize,95.3,38.3,17.0,7.0,81.7,21.9,70.0,2.71,Paramparagat Krishi
Blackgram,49.5,63.7,23.2,7.2,69.5,26.3,63.7,3.54,Soil Health Card
Mothbeans,34.6,59.4,17.6,7.2,54.6,25.1,57.7,4.47,None
Rice,61.1,59.1,44.2,6.0,292.5,24.2,88.6,4.27,Paramparagat Krishi
Watermelon,113.8,22.5,45.6,6.2,43.8,25.1,81.9,1.93,State Subsidy A
Lentil,39.0,55.2,19.9,7.0,51.3,21.3,69.7,1.41,Kisan Credit Card
Lentil,25.3,55.9,20.1,6.3,47.6,22.9,63.8,3.24,Fasal Bima Yojana
Grapes,34.0,135.0,196.4,6.5,73.4,20.3,81.7,3.59,Fasal Bima Yojana
Lentil,20.8,79.8,20.5,6.6,50.5,21.9,67.7,3.82,Fasal Bima Yojana
Grapes,23.8,130.0,198.5,6.2,70.6,23.2,82.8,2.69,Fasal Bima Yojana
Kidneybeans,17.5,64.7,16.1,5.8,124.7,20.7,28.0,2.33,PM-Kisan
Watermelon,111.1,22.3,54.4,6.1,51.7,26.9,85.9,3.46,Fasal Bima Yojana
Watermelon,84.2,20.1,51.4,6.1,54.1,26.7,82.6,0.68,PM-Kisan
Coconut,25.5,23.9,34.3,6.5,133.7,28.0,92.8,1.53,PM-Kisan
Orange,24.6,29.0,10.7,7.0,104.1,28.2,93.7,6.27,State Subsidy A
Coffee,86.5,19.7,27.8,6.4,199.6,24.1,64.0,2.27,Kisan Credit Card
Mothbeans,28.0,40.2,23.1,4.7,37.0,28.9,64.5,4.48,None
Watermelon,81.6,19.6,46.0,6.9,57.9,27.0,88.6,2.71,Soil Health Card
Coconut,19.4,28.1,34.8,6.3,143.2,28.2,99.8,4.21,State Subsidy A
Muskmelon,83.0,15.6,48.1,6.1,27.0,27.6,89.1,0.68,Soil Health Card
Blackgram,43.2,67.5,19.9,7.4,71.4,27.8,62.2,2.96,PM-Kisan
Mungbean,35.0,48.2,18.3,6.7,46.1,28.2,80.2,2.61,PM-Kisan
Papaya,49.1,62.0,52.5,6.8,153.6,30.8,94.1,2.58,Kisan Credit Card
Mungbean,17.5,49.5,19.9,6.9,35.5,29.0,86.7,2.56,State Subsidy A
Jute,81.7,48.6,44.4,6.1,163.4,25.2,70.7,1.5,PM-Kisan
Kidneybeans,36.3,73.4,20.7,5.9,101.5,22.0,21.0,0.39,Paramparagat Krishi
Muskmelon,84.1,16.3,46.0,6.1,27.4,27.5,88.0,2.21,Kisan Credit Card
Watermelon,81.4,23.0,46.7,6.5,48.7,26.8,89.9,1.06,PM-Kisan
Kidneybeans,17.0,71.3,18.4,5.9,104.0,17.1,22.8,3.04,PM-Kisan
Papaya,58.0,65.1,51.4,6.5,154.9,37.4,93.6,1.6,PM-Kisan
Apple,15.8,122.1,205.0,5.8,109.3,22.6,92.8,2.31,PM-Kisan
Papaya,41.1,61.2,54.1,6.8,224.6,43.8,90.7,1.05,State Subsidy A
Banana,110.0,94.8,53.7,5.6,113.4,25.5,80.5,6.3,Soil Health Card
Pomegranate,30.0,21.6,37.0,6.7,101.2,21.5,87.1,0.45,PM-Kisan
Kidneybeans,17.2,69.3,19.1,5.7,142.6,18.4,19.3,5.27,Paramparagat Krishi
Rice,73.7,53.1,36.7,6.4,245.5,23.0,81.6,3.44,None
Cotton,108.5,43.2,19.1,8.0,67.2,24.1,54.9,1.41,Fasal Bima Yojana
Kidneybeans,17.4,61.4,22.1,5.8,93.1,22.2,20.3,5.85,Fasal Bima Yojana
Chickpea,34.5,59.5,84.3,7.2,61.4,18.3,21.9,3.32,Kisan Credit Card
Mango,15.4,32.9,25.3,6.4,99.7,28.4,50.1,0.83,PM-Kisan
Orange,23.7,15.7,7.7,7.2,102.3,11.0,90.5,1.69,PM-Kisan
Muskmelon,113.6,18.1,49.4,6.4,22.3,29.1,89.9,1.31,Paramparagat Krishi
Kidneybeans,28.2,59.0,17.2,5.7,99.0,16.6,20.4,2.01,Kisan Credit Card
Pigeonpeas,38.5,67.7,18.8,6.2,145.9,24.0,60.0,2.72,Fasal Bima Yojana
Muskmelon,100.0,29.9,47.4,6.0,22.1,27.7,93.3,2.01,PM-Kisan
Maize,76.8,51.0,20.6,6.6,67.3,22.9,68.3,6.82,Paramparagat Krishi
Orange,36.8,16.4,9.9,6.1,110.8,30.6,92.6,2.15,Paramparagat Krishi
Rice,81.4,52.0,44.5,6.6,198.9,20.2,82.1,6.62,State Subsidy A
Maize,90.6,48.6,19.3,6.1,83.1,19.5,70.6,2.31,Paramparagat Krishi
Chickpea,32.7,73.1,82.7,7.1,76.1,20.4,21.2,4.22,None
Coffee,113.1,17.7,32.6,6.2,133.3,26.5,50.5,0.78,PM-Kisan
Kidneybeans,35.5,73.7,15.4,5.9,148.4,23.5,29.4,2.64,PM-Kisan
Orange,38.7,21.4,8.4,7.2,109.8,16.5,93.3,1.99,PM-Kisan
Apple,38.4,121.2,200.9,5.6,109.0,23.2,91.0,1.54,PM-Kisan
Rice,74.4,54.0,38.2,7.3,219.8,24.7,80.9,2.04,State Subsidy A
Jute,63.5,45.5,40.1,7.4,151.3,24.5,71.7,3.3,Fasal Bima Yojana
Apple,20.6,120.3,198.4,5.9,124.0,23.4,93.7,3.28,None
Maize,97.7,53.3,20.7,5.5,90.2,26.6,66.2,2.19,None
Coffee,90.7,21.8,32.7,7.0,115.0,24.3,68.1,2.66,Soil Health Card
Maize,71.8,45.1,16.6,6.7,71.9,26.4,73.6,2.41,None
Jute,62.4,52.5,37.2,6.9,190.6,25.6,84.7,6.94,Paramparagat Krishi
Banana,81.8,72.1,48.6,6.1,116.5,28.1,82.9,3.44,Paramparagat Krishi
Mango,24.3,35.3,29.0,5.0,90.9,32.6,51.5,3.44,PM-Kisan
Mothbeans,18.7,57.0,19.3,5.1,37.5,29.3,40.4,1.82,Kisan Credit Card
Cotton,109.7,47.9,15.4,6.9,65.3,22.1,64.7,1.79,Kisan Credit Card
Maize,83.1,39.4,19.9,6.0,66.1,25.3,61.0,2.05,PM-Kisan
Apple,17.9,122.8,203.9,5.6,121.5,21.7,94.9,7.06,Paramparagat Krishi
Chickpea,27.6,60.8,82.3,7.9,68.7,22.0,19.8,1.96,PM-Kisan
Chickpea,22.9,79.3,82.8,7.7,75.9,20.6,17.0,3.27,PM-Kisan
Kidneybeans,36.1,75.8,19.4,5.7,130.6,16.9,22.4,3.63,Paramparagat Krishi
Muskmelon,105.5,15.5,46.4,6.7,29.5,28.6,92.5,2.27,None
Chickpea,30.3,56.2,82.8,7.7,72.5,21.2,18.7,1.05,PM-Kisan
Kidneybeans,21.2,57.1,17.2,5.7,131.3,22.2,19.5,1.63,PM-Kisan
Maize,61.5,53.6,21.4,6.7,104.4,25.4,70.2,2.29,Kisan Credit Card
Maize,63.7,38.7,15.1,5.6,105.5,19.8,67.8,1.98,Kisan Credit Card
Watermelon,91.4,20.2,52.8,6.5,45.0,25.8,83.3,2.29,Fasal Bima Yojana
Jute,62.3,50.7,43.9,6.7,176.5,23.1,82.1,2.58,Fasal Bima Yojana
Banana,108.6,74.1,54.2,6.2,105.1,27.4,79.6,3.34,Kisan Credit Card
Maize,92.4,58.7,18.6,6.8,101.9,19.0,58.3,3.37,PM-Kisan
Pomegranate,22.3,29.3,38.1,6.2,104.8,18.1,86.3,3.42,PM-Kisan
Pigeonpeas,19.1,63.6,17.2,6.4,111.8,22.9,49.5,3.19,Fasal Bima Yojana
Cotton,124.4,50.8,19.9,7.9,73.3,24.4,61.1,2.71,Paramparagat Krishi
Kidneybeans,39.1,73.3,15.8,6.0,138.5,24.1,18.3,1.13,PM-Kisan
Watermelon,80.9,15.8,54.7,6.0,59.3,24.3,87.9,1.97,State Subsidy A
Pomegranate,26.5,17.9,43.1,5.6,116.9,21.9,92.9,2.08,Fasal Bima Yojana
Banana,80.5,85.5,52.6,6.2,102.7,26.9,82.5,2.54,Fasal Bima Yojana
Papaya,53.9,53.0,52.4,6.7,226.9,23.6,90.9,1.46,Fasal Bima Yojana
Orange,38.4,20.0,14.2,7.2,105.4,14.8,92.0,3.56,Fasal Bima Yojana
Grapes,21.8,134.2,195.5,6.0,69.0,25.0,78.2,4.13,None
Mothbeans,20.8,54.0,15.9,7.0,48.3,26.8,56.9,1.66,Soil Health Card
Papaya,41.7,54.8,47.4,6.8,204.7,34.7,94.5,4.77,None
Jute,62.4,52.9,42.1,6.5,193.5,25.0,87.2,3.22,Soil Health Card
Coconut,26.3,26.7,29.0,5.7,191.5,28.9,98.2,4.06,Paramparagat Krishi
Mungbean,34.5,54.1,22.8,6.6,58.7,28.9,81.8,1.1,Kisan Credit Card
Coffee,105.4,19.4,31.2,7.5,182.7,27.2,50.5,1.61,Kisan Credit Card
Mango,34.1,30.0,25.5,6.5,93.5,34.6,52.8,4.89,Kisan Credit Card
Chickpea,42.3,66.9,80.5,6.4,80.8,19.4,21.9,3.41,Paramparagat Krishi
Mungbean,37.5,38.0,15.2,6.7,42.9,28.8,85.7,1.62,Soil Health Card
Papaya,45.2,51.3,47.8,6.7,223.7,29.3,91.3,3.94,Paramparagat Krishi
Watermelon,90.8,19.0,53.8,6.2,41.9,24.7,80.0,0.69,Fasal Bima Yojana
Maize,76.4,35.4,19.1,5.9,87.3,23.6,61.9,1.26,Kisan Credit Card
Kidneybeans,21.3,68.7,20.1,5.8,136.5,23.4,22.7,1.77,PM-Kisan
Papaya,57.0,51.2,48.3,6.8,237.6,23.6,91.5,6.99,Fasal Bima Yojana
Maize,70.0,35.7,16.6,6.8,86.6,21.6,74.4,5.69,Paramparagat Krishi
Mothbeans,33.3,48.2,17.3,5.1,59.6,31.5,41.5,3.35,Fasal Bima Yojana
Muskmelon,90.2,23.5,50.6,6.0,25.7,27.5,92.3,0.54,PM-Kisan
Cotton,115.2,57.5,24.9,6.4,82.7,24.1,60.0,1.21,Fasal Bima Yojana
Mothbeans,25.5,49.0,16.1,5.1,57.4,31.9,54.4,1.29,PM-Kisan
Kidneybeans,38.2,58.3,18.6,5.5,141.1,18.2,28.2,2.79,None
Maize,63.4,56.0,24.7,5.7,68.1,23.7,70.8,1.67,Paramparagat Krishi
Rice,78.1,50.9,41.8,6.5,185.4,22.1,90.6,2.24,Fasal Bima Yojana
Papaya,56.0,48.0,45.2,6.8,246.2,23.3,91.1,4.89,Kisan Credit Card
Jute,79.5,39.2,41.6,6.5,195.6,24.3,81.5,3.04,Fasal Bima Yojana
Kidneybeans,33.1,69.5,23.7,5.7,94.9,17.9,18.7,2.85,Paramparagat Krishi
Kidneybeans,26.1,66.4,18.9,5.7,122.9,19.0,23.1,3.56,Fasal Bima Yojana
Maize,70.1,42.1,20.3,6.0,62.1,20.0,63.1,1.48,PM-Kisan
Maize,82.9,51.1,19.0,5.9,66.5,18.9,71.9,0.76,State Subsidy A
Mungbean,31.8,56.6,22.4,6.5,59.0,29.4,82.4,5.8,PM-Kisan
Banana,111.7,82.4,46.4,5.7,97.6,27.0,84.4,1.64,PM-Kisan
Maize,90.6,44.7,21.9,6.5,78.0,25.6,66.1,2.04,None
Coconut,37.9,15.3,29.2,5.7,138.5,25.9,93.6,2.58,Soil Health Card
Coffee,116.4,22.7,32.9,7.1,134.8,26.4,64.4,4.11,State Subsidy A
Mothbeans,34.3,54.4,18.0,4.6,30.7,27.3,43.9,1.33,State Subsidy A
Pigeonpeas,22.7,63.7,22.7,6.2,126.6,18.1,47.2,1.51,Paramparagat Krishi
Mango,22.2,28.9,30.2,4.7,92.3,31.5,47.6,3.12,Fasal Bima Yojana
Mothbeans,31.8,35.2,24.9,8.1,69.9,29.6,50.9,3.17,Kisan Credit Card
Orange,34.3,23.6,5.8,6.1,106.1,27.7,91.6,2.2,Soil Health Card
Watermelon,99.5,23.2,48.1,6.4,42.0,24.4,89.1,4.5,None
Apple,21.3,120.4,201.3,5.8,114.5,23.6,93.5,2.74,None
Pigeonpeas,29.4,64.1,22.2,5.1,130.3,29.5,49.5,2.82,PM-Kisan
Grapes,29.2,141.7,202.2,6.2,71.5,12.6,82.9,1.07,Kisan Credit Card
Jute,77.0,55.8,38.8,6.4,185.4,25.9,75.0,3.29,PM-Kisan
Cotton,131.0,46.5,18.8,6.2,71.3,22.9,59.3,3.46,PM-Kisan
Watermelon,87.0,19.5,51.4,6.8,46.7,25.1,87.2,2.95,Kisan Credit Card
Rice,66.9,58.7,37.5,6.2,213.9,27.0,88.6,5.75,PM-Kisan
Chickpea,24.2,78.2,80.0,7.0,74.3,18.8,20.5,2.03,State Subsidy A
Rice,78.2,44.6,37.6,6.9,213.6,25.3,84.1,0.88,PM-Kisan
Orange,34.8,21.7,13.4,7.3,119.7,21.4,91.1,5.83,PM-Kisan
Papaya,37.0,50.6,49.9,6.7,237.1,29.9,92.9,1.83,PM-Kisan
Banana,107.0,86.5,51.9,6.0,93.2,27.8,84.9,3.92,None
Kidneybeans,39.3,71.7,20.0,5.6,99.1,20.5,19.3,4.57,Soil Health Card
Lentil,18.7,65.5,19.8,7.3,36.3,26.6,67.9,3.36,Fasal Bima Yojana
Papaya,43.6,68.5,53.0,6.7,220.7,38.4,90.0,4.95,PM-Kisan
Jute,86.6,55.0,38.0,6.8,157.3,23.6,85.9,5.15,Kisan Credit Card
Kidneybeans,36.4,74.5,20.6,5.8,144.8,17.8,22.0,0.97,PM-Kisan
Mungbean,25.4,36.4,22.4,6.8,35.5,27.7,85.7,2.82,Paramparagat Krishi
Pigeonpeas,17.3,71.4,18.7,6.9,156.9,18.7,52.1,5.0,PM-Kisan
Rice,77.8,46.4,36.2,7.3,270.5,24.3,83.0,2.12,Kisan Credit Card
Apple,20.7,121.3,201.7,5.8,105.7,24.0,94.3,3.65,Soil Health Card
Pomegranate,23.9,21.7,40.3,5.9,113.4,19.2,91.2,3.91,PM-Kisan
Lentil,32.6,69.0,15.7,6.4,43.9,25.9,63.5,4.38,PM-Kisan
Mango,39.8,39.2,33.3,5.9,92.8,33.7,54.5,2.35,Kisan Credit Card
Muskmelon,89.1,25.1,54.3,6.8,24.7,29.1,93.4,4.04,Soil Health Card
Mungbean,21.5,52.3,24.8,6.6,40.4,29.6,89.5,1.36,PM-Kisan
Grapes,26.9,139.1,197.2,5.9,74.2,36.7,79.9,2.37,Fasal Bima Yojana
Kidneybeans,37.7,67.8,15.2,5.8,129.5,22.5,19.2,0.39,Kisan Credit Card
Pigeonpeas,19.2,61.3,17.9,6.1,155.1,26.9,49.8,1.48,PM-Kisan
Pigeonpeas,39.2,58.6,21.0,5.1,157.4,29.5,42.3,3.21,None
Muskmelon,101.2,28.5,54.7,6.3,24.0,29.0,90.0,1.0,PM-Kisan
Pomegranate,29.5,28.4,36.6,5.6,106.9,23.2,85.6,2.15,Paramparagat Krishi
Coconut,29.5,28.5,27.5,6.3,155.7,28.9,98.8,5.44,Kisan Credit Card
Coconut,16.5,17.1,34.4,5.7,176.2,27.9,98.3,0.64,State Subsidy A
Mungbean,35.8,36.0,19.3,7.0,45.7,28.8,80.8,2.16,PM-Kisan
Blackgram,60.0,79.5,15.7,7.1,69.7,28.1,63.2,1.14,PM-Kisan
Grapes,33.5,134.2,198.9,6.5,72.4,28.4,80.4,0.89,Kisan Credit Card
Coffee,87.3,19.7,34.0,7.0,160.3,27.9,51.0,4.46,Fasal Bima Yojana
Chickpea,49.4,72.3,76.5,7.4,77.5,21.0,20.9,3.81,State Subsidy A
Apple,29.9,143.7,196.5,6.1,106.0,23.6,90.6,3.37,Soil Health Card
Lentil,20.2,72.7,23.6,7.0,48.2,22.2,66.4,0.29,PM-Kisan
Orange,26.0,28.3,14.2,7.4,105.1,27.4,91.3,2.93,None
Coconut,22.4,15.8,33.1,6.2,179.4,25.4,92.9,3.7,State Subsidy A
Muskmelon,94.6,20.9,46.4,6.2,23.7,27.7,89.8,2.94,None
Kidneybeans,34.4,62.2,17.6,6.0,142.9,20.4,29.0,1.62,Paramparagat Krishi
Mungbean,15.7,54.9,15.9,6.3,56.9,27.1,88.8,6.26,Paramparagat Krishi
Jute,66.6,39.3,40.2,6.7,160.6,24.1,79.8,3.2,Fasal Bima Yojana
Grapes,23.4,138.7,203.9,5.5,67.8,32.4,82.1,3.42,Kisan Credit Card
Maize,78.6,57.7,21.7,6.6,101.1,19.2,70.3,1.14,Soil Health Card
Kidneybeans,39.4,63.7,22.8,5.7,124.9,20.3,18.9,1.96,Paramparagat Krishi
Apple,37.9,131.3,201.1,6.2,109.7,22.9,91.6,4.99,PM-Kisan
Cotton,107.9,56.9,23.1,6.9,77.3,22.3,51.8,0.95,Paramparagat Krishi
Orange,32.2,27.3,13.5,7.1,108.8,22.0,93.5,3.64,None
Banana,91.0,74.2,49.5,5.6,93.5,26.9,82.6,0.51,PM-Kisan
Blackgram,37.3,67.4,18.1,6.6,71.0,27.7,65.9,0.87,Fasal Bima Yojana
Watermelon,111.8,18.4,54.3,6.7,55.4,25.9,86.8,3.05,Fasal Bima Yojana
Lentil,22.8,67.7,17.3,6.6,35.3,27.5,67.4,2.19,Kisan Credit Card
Lentil,31.7,75.7,22.6,6.2,54.9,23.5,68.7,3.27,Fasal Bima Yojana
Papaya,42.1,52.8,50.1,6.9,208.7,37.8,93.9,0.99,Soil Health Card
Maize,89.6,59.3,19.7,6.7,91.9,25.0,67.1,3.9,Soil Health Card
Orange,15.7,27.7,8.7,6.9,106.6,31.3,91.0,1.34,Paramparagat Krishi
Blackgram,49.9,62.9,16.0,6.9,69.2,29.1,69.6,1.14,Paramparagat Krishi
Papaya,31.4,61.6,51.0,7.0,133.3,25.2,95.0,1.7,PM-Kisan
Apple,20.9,134.6,198.4,5.7,102.8,21.8,94.6,6.24,Fasal Bima Yojana
Banana,82.1,76.9,45.7,5.6,112.5,27.6,77.7,1.68,Kisan Credit Card
Pigeonpeas,23.4,64.9,15.0,5.0,117.0,27.3,48.2,4.45,Fasal Bima Yojana
Apple,34.0,121.8,197.3,5.9,113.0,23.2,91.8,3.84,None
Kidneybeans,37.7,78.5,15.6,6.0,104.7,17.1,20.2,1.66,PM-Kisan
Blackgram,42.0,72.1,22.9,7.0,68.1,26.1,66.0,2.73,State Subsidy A
Pigeonpeas,15.8,73.8,22.8,5.7,96.0,23.0,59.8,1.85,PM-Kisan
Rice,75.6,36.7,44.9,6.2,253.8,24.8,90.4,2.22,Soil Health Card
Pomegranate,33.9,21.9,42.1,6.1,103.7,24.8,91.5,1.56,Paramparagat Krishi
Jute,61.9,42.2,44.5,6.4,175.5,23.9,78.2,2.91,Fasal Bima Yojana
Mungbean,22.1,51.8,20.7,7.0,53.7,27.7,88.4,1.4,PM-Kisan
Papaya,34.0,62.0,49.3,6.8,144.7,24.3,91.3,1.03,PM-Kisan
Mungbean,18.6,41.0,24.0,6.2,48.9,28.0,87.4,0.93,Soil Health Card
Apple,30.7,137.1,195.1,6.3,103.5,22.8,91.3,0.97,Kisan Credit Card
Banana,89.2,90.7,50.5,6.4,96.1,28.3,82.6,2.05,Fasal Bima Yojana
Lentil,28.3,62.6,24.9,6.1,46.7,25.2,64.2,1.9,Fasal Bima Yojana
Orange,34.8,18.9,12.3,6.1,104.0,30.5,93.9,0.9,PM-Kisan
Orange,21.2,15.6,14.5,6.8,115.9,12.6,93.0,1.16,Paramparagat Krishi
Mango,24.6,22.1,26.3,5.1,89.3,27.2,48.1,1.06,PM-Kisan
Coconut,33.6,25.1,34.0,6.1,165.7,27.0,96.2,1.19,PM-Kisan
Mango,21.2,24.7,33.5,5.4,90.7,28.5,49.8,1.93,Paramparagat Krishi
Lentil,17.9,58.2,20.0,6.8,45.3,25.3,64.7,2.6,Kisan Credit Card
Apple,20.8,123.9,200.7,5.6,106.2,22.1,94.5,7.72,Paramparagat Krishi
Banana,103.4,72.9,48.2,5.8,101.0,28.4,81.4,0.87,Kisan Credit Card
Papaya,51.7,65.3,53.5,6.7,156.3,24.4,91.7,3.83,State Subsidy A
Coffee,88.9,18.8,27.9,7.2,146.4,26.6,67.9,5.19,Kisan Credit Card
Mothbeans,19.8,55.9,15.6,4.3,38.3,28.8,64.2,4.27,None
Cotton,128.3,38.4,24.6,7.6,74.2,22.4,59.9,5.59,Fasal Bima Yojana
Coconut,25.6,29.2,25.9,5.6,224.8,27.8,93.6,2.61,PM-Kisan
Grapes,20.5,127.9,195.3,6.3,73.2,31.1,81.3,0.62,PM-Kisan
Rice,60.1,40.0,44.9,6.8,280.7,25.5,88.7,0.84,Paramparagat Krishi
Rice,80.1,37.1,35.1,6.6,264.0,20.0,91.6,2.24,Fasal Bima Yojana
Chickpea,40.0,64.8,76.2,7.6,78.6,20.8,23.2,0.41,Paramparagat Krishi
Muskmelon,90.1,22.8,46.6,6.2,23.5,27.3,90.6,3.87,Soil Health Card
